Sn. No,Report Date,Run Date,Unique Product ID,Brand Name,Category,Product Description,Quantity,City,Pincode,Area,FG Code,SKU ID,Platform,MRP,Selling Price,Stock Availability (Y/N),Discount
9691,02-05-2025,02-05-2025,NUVRAA000049,Bikaji,Bhujia,Tana Tan - 400 Gm*16,400 g,delhi,110017,110017,FG000039,62131,Blinkit,120,120,Yes,0
9692,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,110017,110017,FG000011,52659,Blinkit,,,No,
9693,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,110017,110017,FG000011,52659,Blinkit,,,No,
9694,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,110017,110017,FG000011,52659,Blinkit,,,No,
9695,02-05-2025,02-05-2025,NUVRAA000004,Haldiram,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,400 g,delhi,110017,110017,FG001538,525777,Blinkit,,,No,
9696,02-05-2025,02-05-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain  150 GM*9.6,150 g,delhi,110017,110017,FG000489,56272,Blinkit,,,No,
9697,02-05-2025,02-05-2025,NUVRAA000013,Haldiram,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,150 g,delhi,110017,110017,FG006188,56271,Blinkit,,,No,
9698,02-05-2025,02-05-2025,NUVRAA000015,Haldiram,Namkeen,Classic Salted Peanuts 200 Gm*12,200 g,delhi,110017,110017,FG000484,68630,Blinkit,,,No,
9699,02-05-2025,02-05-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,1 kg,delhi,110017,110017,FG001086,626,Blinkit,,,No,
9700,02-05-2025,02-05-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,350 g,delhi,110017,110017,FG002508,246437,Blinkit,,,No,
9701,02-05-2025,02-05-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,350 g,delhi,110017,110017,FG002508,246437,Blinkit,,,No,
9702,02-05-2025,02-05-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,150 g,delhi,110017,110017,FG005831,36019,Blinkit,,,No,
9703,02-05-2025,02-05-2025,NUVRAA000035,Haldiram,Namkeen,PUNJABI TADKA (CB)*150Gm*7.20,150 g,delhi,110017,110017,FG005832,33081,Blinkit,,,No,
9704,02-05-2025,02-05-2025,NUVRAA000036,Haldiram,Mithai,Rajbhog (Eb)-1.25Kg*15,1 kg,delhi,110017,110017,FG001138,521324,Blinkit,,,No,
9705,02-05-2025,02-05-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,1 kg,delhi,110017,110017,FG001003,253521,Blinkit,,,No,
9706,02-05-2025,02-05-2025,NUVRAA000043,Haldiram,Mithai,Soan Papri Mb-450 Gm*10.8,500 g,delhi,110017,110017,FG001972,392509,Blinkit,,,No,
9707,02-05-2025,02-05-2025,NUVRAA000044,Haldiram,Namkeen,Soya Sticks Masala Munch 200Gm  * 9.6,200 g,delhi,110017,110017,FG004807,36018,Blinkit,,,No,
9708,02-05-2025,02-05-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,2,delhi,110017,110017,FG000011,23765,Blinkit,534,534,Yes,0
9709,02-05-2025,02-05-2025,NUVRAA000002,Bikano,Bhujia,Bhujia No.1 - 200 Gm*16,200 g,delhi,110017,110017,FG001850,446889,Blinkit,60,60,Yes,0
9710,02-05-2025,02-05-2025,NUVRAA000005,Bikano,Namkeen,Boondi Plain  150 GM*9.6,200 g,delhi,110017,110017,FG000489,446890,Blinkit,60,60,Yes,0
9711,02-05-2025,02-05-2025,NUVRAA000015,Bikano,Namkeen,Classic Salted Peanuts 200 Gm*12,2,delhi,110017,110017,FG000484,127022,Blinkit,119,119,Yes,0
9712,02-05-2025,02-05-2025,NUVRAA000018,Bikano,Mithai,Gulab Jamun 1.25 Kg*15,1 kg,delhi,110017,110017,FG001086,532864,Blinkit,375,215,Yes,43
9713,02-05-2025,02-05-2025,NUVRAA000028,Bikano,Namkeen,Moong Dal - 400 Gm * 16,1 kg,delhi,110017,110017,FG002508,68041,Blinkit,,,No,
9714,02-05-2025,02-05-2025,NUVRAA000028,Bikano,Namkeen,Moong Dal - 400 Gm * 16,1 kg,delhi,110017,110017,FG002508,68041,Blinkit,,,No,
9715,02-05-2025,02-05-2025,NUVRAA000031,Bikano,Namkeen,NUT CRACKER (CB)*150Gm*9,200 g + 25 g,delhi,110017,110017,FG005831,446966,Blinkit,,,No,
9716,02-05-2025,02-05-2025,NUVRAA000038,Bikano,Mithai,Rasgulla(Eb)-1.25Kg*15,1 kg,delhi,110017,110017,FG001003,532863,Blinkit,375,215,Yes,43
9717,02-05-2025,02-05-2025,NUVRAA000043,Bikano,Mithai,Soan Papri Mb-450 Gm*10.8,500 g,delhi,110017,110017,FG001972,485445,Blinkit,280,161,Yes,42
9718,02-05-2025,02-05-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,bangalore,560076,560076,FG000011,62118,Blinkit,330,330,Yes,0
9719,02-05-2025,02-05-2025,NUVRAA000002,Bikaji,Bhujia,Bhujia No.1 - 200 Gm*16,200,bangalore,560076,560076,FG001850,111478,Blinkit,,,No,
9720,02-05-2025,02-05-2025,NUVRAA000003,Bikaji,Bhujia,Bhujia No.1 - 400 Gm*24,400 g,bangalore,560076,560076,FG000010,62119,Blinkit,122,122,Yes,0
9721,02-05-2025,02-05-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,bangalore,560076,560076,FG001538,10046089,Blinkit,,,No,
9722,02-05-2025,02-05-2025,NUVRAA000013,Bikaji,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,110 g,bangalore,560076,560076,FG006188,524899,Blinkit,49,49,Yes,0
9723,02-05-2025,02-05-2025,NUVRAA000017,Bikaji,Namkeen,Falahari Mix.- 200 Gm*12,200 g,bangalore,560076,560076,FG000516,91088,Blinkit,,,No,
9724,02-05-2025,02-05-2025,NUVRAA000018,Bikaji,Mithai,Gulab Jamun 1.25 Kg*15,2,bangalore,560076,560076,FG001086,67823,Blinkit,545,545,Yes,0
9725,02-05-2025,02-05-2025,NUVRAA000026,Bikaji,Namkeen,Kuch-Kuch - 400 Gm*16,2,bangalore,560076,560076,FG000100,62122,Blinkit,242,242,Yes,0
9726,02-05-2025,02-05-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,400 g,bangalore,560076,560076,FG002508,94178,Blinkit,,,No,
9727,02-05-2025,02-05-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,150 g,bangalore,560076,560076,FG005831,91100,Blinkit,70,70,Yes,0
9728,02-05-2025,02-05-2025,NUVRAA000033,Bikaji,Namkeen,Papad Baat Cheet-400 Gm*20,400 g,bangalore,560076,560076,FG000042,60434,Blinkit,,,No,
9729,02-05-2025,02-05-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,400 g,bangalore,560076,560076,FG000046,60433,Blinkit,135,135,Yes,0
9730,02-05-2025,02-05-2025,NUVRAA000036,Bikaji,Mithai,Rajbhog (Eb)-1.25Kg*15,1.25 kg,bangalore,560076,560076,FG001138,91119,Blinkit,265,255,Yes,4
9731,02-05-2025,02-05-2025,NUVRAA000038,Bikaji,Mithai,Rasgulla(Eb)-1.25Kg*15,2,bangalore,560076,560076,FG001003,68033,Blinkit,495,495,Yes,0
9732,02-05-2025,02-05-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,450 g,bangalore,560076,560076,FG001972,91117,Blinkit,135,135,Yes,0
9733,02-05-2025,02-05-2025,NUVRAA000044,Bikaji,Namkeen,Soya Sticks Masala Munch 200Gm  * 9.6,200 g,bangalore,560076,560076,FG004807,525567,Blinkit,80,80,Yes,0
9734,02-05-2025,02-05-2025,NUVRAA000046,Bikaji,Namkeen,Tana Bana - 400 G*16,2,bangalore,560076,560076,FG000199,62130,Blinkit,,,No,
9735,02-05-2025,02-05-2025,NUVRAA000049,Bikaji,Bhujia,Tana Tan - 400 Gm*16,400 g,bangalore,560076,560076,FG000039,62131,Blinkit,122,122,Yes,0
9736,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1,bangalore,560076,560076,FG000011,52659,Blinkit,290,252,Yes,13
9737,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1,bangalore,560076,560076,FG000011,52659,Blinkit,290,252,Yes,13
9738,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1,bangalore,560076,560076,FG000011,52659,Blinkit,290,252,Yes,13
9739,02-05-2025,02-05-2025,NUVRAA000004,Haldiram,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,400 g,bangalore,560076,560076,FG001538,525777,Blinkit,,,No,
9740,02-05-2025,02-05-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain  150 GM*9.6,2,bangalore,560076,560076,FG000489,56272,Blinkit,,,No,
9741,02-05-2025,02-05-2025,NUVRAA000013,Haldiram,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,2,bangalore,560076,560076,FG006188,56271,Blinkit,,,No,
9742,02-05-2025,02-05-2025,NUVRAA000015,Haldiram,Namkeen,Classic Salted Peanuts 200 Gm*12,2,bangalore,560076,560076,FG000484,68630,Blinkit,109,109,Yes,0
9743,02-05-2025,02-05-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,2,bangalore,560076,560076,FG001086,626,Blinkit,446,446,Yes,0
9744,02-05-2025,02-05-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,2,bangalore,560076,560076,FG002508,246437,Blinkit,,,No,
9745,02-05-2025,02-05-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,2,bangalore,560076,560076,FG002508,246437,Blinkit,,,No,
9746,02-05-2025,02-05-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,2,bangalore,560076,560076,FG005831,36019,Blinkit,109,109,Yes,0
9747,02-05-2025,02-05-2025,NUVRAA000035,Haldiram,Namkeen,PUNJABI TADKA (CB)*150Gm*7.20,2,bangalore,560076,560076,FG005832,33081,Blinkit,109,109,Yes,0
9748,02-05-2025,02-05-2025,NUVRAA000036,Haldiram,Mithai,Rajbhog (Eb)-1.25Kg*15,1 kg,bangalore,560076,560076,FG001138,521324,Blinkit,225,225,Yes,0
9749,02-05-2025,02-05-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,2,bangalore,560076,560076,FG001003,253521,Blinkit,,,No,
9750,02-05-2025,02-05-2025,NUVRAA000043,Haldiram,Mithai,Soan Papri Mb-450 Gm*10.8,500 g,bangalore,560076,560076,FG001972,392509,Blinkit,135,135,Yes,0
9751,02-05-2025,02-05-2025,NUVRAA000044,Haldiram,Namkeen,Soya Sticks Masala Munch 200Gm  * 9.6,2,bangalore,560076,560076,FG004807,36018,Blinkit,,,No,
9752,02-05-2025,02-05-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,bangalore,560076,560076,FG000011,23765,Blinkit,,,No,
9753,02-05-2025,02-05-2025,NUVRAA000002,Bikano,Bhujia,Bhujia No.1 - 200 Gm*16,200 g,bangalore,560076,560076,FG001850,446889,Blinkit,60,60,Yes,0
9754,02-05-2025,02-05-2025,NUVRAA000005,Bikano,Namkeen,Boondi Plain  150 GM*9.6,200 g,bangalore,560076,560076,FG000489,446890,Blinkit,,,No,
9755,02-05-2025,02-05-2025,NUVRAA000015,Bikano,Namkeen,Classic Salted Peanuts 200 Gm*12,2,bangalore,560076,560076,FG000484,127022,Blinkit,119,119,Yes,0
9756,02-05-2025,02-05-2025,NUVRAA000018,Bikano,Mithai,Gulab Jamun 1.25 Kg*15,1 kg,bangalore,560076,560076,FG001086,532864,Blinkit,375,213,Yes,43
9757,02-05-2025,02-05-2025,NUVRAA000028,Bikano,Namkeen,Moong Dal - 400 Gm * 16,1 kg,bangalore,560076,560076,FG002508,68041,Blinkit,,,No,
9758,02-05-2025,02-05-2025,NUVRAA000028,Bikano,Namkeen,Moong Dal - 400 Gm * 16,1 kg,bangalore,560076,560076,FG002508,68041,Blinkit,,,No,
9759,02-05-2025,02-05-2025,NUVRAA000031,Bikano,Namkeen,NUT CRACKER (CB)*150Gm*9,200 g + 25 g,bangalore,560076,560076,FG005831,446966,Blinkit,,,No,
9760,02-05-2025,02-05-2025,NUVRAA000038,Bikano,Mithai,Rasgulla(Eb)-1.25Kg*15,1 kg,bangalore,560076,560076,FG001003,532863,Blinkit,375,210,Yes,44
9761,02-05-2025,02-05-2025,NUVRAA000043,Bikano,Mithai,Soan Papri Mb-450 Gm*10.8,500 g,bangalore,560076,560076,FG001972,485445,Blinkit,280,161,Yes,42
9765,02-05-2025,02-05-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,122017,122017,FG000011,62118,Blinkit,350,350,Yes,0
9766,02-05-2025,02-05-2025,NUVRAA000002,Bikaji,Bhujia,Bhujia No.1 - 200 Gm*16,200,delhi,122017,122017,FG001850,111478,Blinkit,,,No,
9767,02-05-2025,02-05-2025,NUVRAA000003,Bikaji,Bhujia,Bhujia No.1 - 400 Gm*24,400 g,delhi,122017,122017,FG000010,62119,Blinkit,122,122,Yes,0
9768,02-05-2025,02-05-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,delhi,122017,122017,FG001538,10046089,Blinkit,,,No,
9769,02-05-2025,02-05-2025,NUVRAA000013,Bikaji,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,110 g,delhi,122017,122017,FG006188,524899,Blinkit,,,No,
9770,02-05-2025,02-05-2025,NUVRAA000017,Bikaji,Namkeen,Falahari Mix.- 200 Gm*12,200 g,delhi,122017,122017,FG000516,91088,Blinkit,,,No,
9771,02-05-2025,02-05-2025,NUVRAA000018,Bikaji,Mithai,Gulab Jamun 1.25 Kg*15,2,delhi,122017,122017,FG001086,67823,Blinkit,545,545,Yes,0
9772,02-05-2025,02-05-2025,NUVRAA000026,Bikaji,Namkeen,Kuch-Kuch - 400 Gm*16,400 g,delhi,122017,122017,FG000100,62122,Blinkit,,,No,
9773,02-05-2025,02-05-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,400 g,delhi,122017,122017,FG002508,94178,Blinkit,122,122,Yes,0
9774,02-05-2025,02-05-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,150 g,delhi,122017,122017,FG005831,91100,Blinkit,,,No,
9775,02-05-2025,02-05-2025,NUVRAA000033,Bikaji,Namkeen,Papad Baat Cheet-400 Gm*20,400 g,delhi,122017,122017,FG000042,60434,Blinkit,135,135,Yes,0
9776,02-05-2025,02-05-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,400 g,delhi,122017,122017,FG000046,60433,Blinkit,135,135,Yes,0
9777,02-05-2025,02-05-2025,NUVRAA000036,Bikaji,Mithai,Rajbhog (Eb)-1.25Kg*15,1.25 kg,delhi,122017,122017,FG001138,91119,Blinkit,265,256,Yes,3
9778,02-05-2025,02-05-2025,NUVRAA000038,Bikaji,Mithai,Rasgulla(Eb)-1.25Kg*15,2,delhi,122017,122017,FG001003,68033,Blinkit,,,No,
9779,02-05-2025,02-05-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,450 g,delhi,122017,122017,FG001972,91117,Blinkit,135,135,Yes,0
9780,02-05-2025,02-05-2025,NUVRAA000044,Bikaji,Namkeen,Soya Sticks Masala Munch 200Gm  * 9.6,200 g,delhi,122017,122017,FG004807,525567,Blinkit,80,80,Yes,0
9781,02-05-2025,02-05-2025,NUVRAA000046,Bikaji,Namkeen,Tana Bana - 400 G*16,400 g,delhi,122017,122017,FG000199,62130,Blinkit,,,No,
9782,02-05-2025,02-05-2025,NUVRAA000049,Bikaji,Bhujia,Tana Tan - 400 Gm*16,1,delhi,122017,122017,FG000039,62131,Blinkit,330,330,Yes,0
9783,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,122017,122017,FG000011,52659,Blinkit,,,No,
9784,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,122017,122017,FG000011,52659,Blinkit,,,No,
9785,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,122017,122017,FG000011,52659,Blinkit,,,No,
9786,02-05-2025,02-05-2025,NUVRAA000004,Haldiram,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,400 g,delhi,122017,122017,FG001538,525777,Blinkit,,,No,
9787,02-05-2025,02-05-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain  150 GM*9.6,150 g,delhi,122017,122017,FG000489,56272,Blinkit,,,No,
9788,02-05-2025,02-05-2025,NUVRAA000013,Haldiram,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,150 g,delhi,122017,122017,FG006188,56271,Blinkit,,,No,
9789,02-05-2025,02-05-2025,NUVRAA000015,Haldiram,Namkeen,Classic Salted Peanuts 200 Gm*12,200 g,delhi,122017,122017,FG000484,68630,Blinkit,,,No,
9790,02-05-2025,02-05-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,1 kg,delhi,122017,122017,FG001086,626,Blinkit,,,No,
9791,02-05-2025,02-05-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,350 g,delhi,122017,122017,FG002508,246437,Blinkit,,,No,
9792,02-05-2025,02-05-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,350 g,delhi,122017,122017,FG002508,246437,Blinkit,,,No,
9793,02-05-2025,02-05-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,150 g,delhi,122017,122017,FG005831,36019,Blinkit,,,No,
9794,02-05-2025,02-05-2025,NUVRAA000035,Haldiram,Namkeen,PUNJABI TADKA (CB)*150Gm*7.20,150 g,delhi,122017,122017,FG005832,33081,Blinkit,,,No,
9795,02-05-2025,02-05-2025,NUVRAA000036,Haldiram,Mithai,Rajbhog (Eb)-1.25Kg*15,1 kg,delhi,122017,122017,FG001138,521324,Blinkit,,,No,
9796,02-05-2025,02-05-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,1 kg,delhi,122017,122017,FG001003,253521,Blinkit,,,No,
9797,02-05-2025,02-05-2025,NUVRAA000043,Haldiram,Mithai,Soan Papri Mb-450 Gm*10.8,500 g,delhi,122017,122017,FG001972,392509,Blinkit,,,No,
9798,02-05-2025,02-05-2025,NUVRAA000044,Haldiram,Namkeen,Soya Sticks Masala Munch 200Gm  * 9.6,200 g,delhi,122017,122017,FG004807,36018,Blinkit,,,No,
9799,02-05-2025,02-05-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,2,delhi,122017,122017,FG000011,23765,Blinkit,528,528,Yes,0
9800,02-05-2025,02-05-2025,NUVRAA000002,Bikano,Bhujia,Bhujia No.1 - 200 Gm*16,200 g,delhi,122017,122017,FG001850,446889,Blinkit,60,60,Yes,0
9801,02-05-2025,02-05-2025,NUVRAA000005,Bikano,Namkeen,Boondi Plain  150 GM*9.6,200 g,delhi,122017,122017,FG000489,446890,Blinkit,60,60,Yes,0
9802,02-05-2025,02-05-2025,NUVRAA000015,Bikano,Namkeen,Classic Salted Peanuts 200 Gm*12,2,delhi,122017,122017,FG000484,127022,Blinkit,119,119,Yes,0
9803,02-05-2025,02-05-2025,NUVRAA000018,Bikano,Mithai,Gulab Jamun 1.25 Kg*15,1 kg,delhi,122017,122017,FG001086,532864,Blinkit,375,208,Yes,45
9804,02-05-2025,02-05-2025,NUVRAA000028,Bikano,Namkeen,Moong Dal - 400 Gm * 16,1 kg,delhi,122017,122017,FG002508,68041,Blinkit,,,No,
9805,02-05-2025,02-05-2025,NUVRAA000028,Bikano,Namkeen,Moong Dal - 400 Gm * 16,1 kg,delhi,122017,122017,FG002508,68041,Blinkit,,,No,
9806,02-05-2025,02-05-2025,NUVRAA000031,Bikano,Namkeen,NUT CRACKER (CB)*150Gm*9,200 g + 25 g,delhi,122017,122017,FG005831,446966,Blinkit,,,No,
9807,02-05-2025,02-05-2025,NUVRAA000038,Bikano,Mithai,Rasgulla(Eb)-1.25Kg*15,1 kg,delhi,122017,122017,FG001003,532863,Blinkit,375,213,Yes,43
9808,02-05-2025,02-05-2025,NUVRAA000043,Bikano,Mithai,Soan Papri Mb-450 Gm*10.8,500 g,delhi,122017,122017,FG001972,485445,Blinkit,280,161,Yes,42
9809,02-05-2025,02-05-2025,NUVRAA000001,Bikaji,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,110015,110015,FG000011,62118,Blinkit,350,350,Yes,0
9810,02-05-2025,02-05-2025,NUVRAA000002,Bikaji,Bhujia,Bhujia No.1 - 200 Gm*16,200,delhi,110015,110015,FG001850,111478,Blinkit,,,No,
9811,02-05-2025,02-05-2025,NUVRAA000003,Bikaji,Bhujia,Bhujia No.1 - 400 Gm*24,400 g,delhi,110015,110015,FG000010,62119,Blinkit,122,122,Yes,0
9812,02-05-2025,02-05-2025,NUVRAA000004,Bikaji,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,,delhi,110015,110015,FG001538,10046089,Blinkit,,,No,
9813,02-05-2025,02-05-2025,NUVRAA000013,Bikaji,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,110 g,delhi,110015,110015,FG006188,524899,Blinkit,,,No,
9814,02-05-2025,02-05-2025,NUVRAA000017,Bikaji,Namkeen,Falahari Mix.- 200 Gm*12,200 g,delhi,110015,110015,FG000516,91088,Blinkit,,,No,
9815,02-05-2025,02-05-2025,NUVRAA000018,Bikaji,Mithai,Gulab Jamun 1.25 Kg*15,2,delhi,110015,110015,FG001086,67823,Blinkit,545,545,Yes,0
9816,02-05-2025,02-05-2025,NUVRAA000026,Bikaji,Namkeen,Kuch-Kuch - 400 Gm*16,2,delhi,110015,110015,FG000100,62122,Blinkit,,,No,
9817,02-05-2025,02-05-2025,NUVRAA000028,Bikaji,Namkeen,Moong Dal - 400 Gm * 16,400 g,delhi,110015,110015,FG002508,94178,Blinkit,120,120,Yes,0
9818,02-05-2025,02-05-2025,NUVRAA000031,Bikaji,Namkeen,NUT CRACKER (CB)*150Gm*9,150 g,delhi,110015,110015,FG005831,91100,Blinkit,70,70,Yes,0
9819,02-05-2025,02-05-2025,NUVRAA000033,Bikaji,Namkeen,Papad Baat Cheet-400 Gm*20,400 g,delhi,110015,110015,FG000042,60434,Blinkit,135,135,Yes,0
9820,02-05-2025,02-05-2025,NUVRAA000034,Bikaji,Namkeen,Papad Dil Khush-400 Gm*20,400 g,delhi,110015,110015,FG000046,60433,Blinkit,135,135,Yes,0
9821,02-05-2025,02-05-2025,NUVRAA000036,Bikaji,Mithai,Rajbhog (Eb)-1.25Kg*15,1.25 kg,delhi,110015,110015,FG001138,91119,Blinkit,265,255,Yes,4
9822,02-05-2025,02-05-2025,NUVRAA000038,Bikaji,Mithai,Rasgulla(Eb)-1.25Kg*15,2,delhi,110015,110015,FG001003,68033,Blinkit,495,495,Yes,0
9823,02-05-2025,02-05-2025,NUVRAA000043,Bikaji,Mithai,Soan Papri Mb-450 Gm*10.8,450 g,delhi,110015,110015,FG001972,91117,Blinkit,135,135,Yes,0
9824,02-05-2025,02-05-2025,NUVRAA000044,Bikaji,Namkeen,Soya Sticks Masala Munch 200Gm  * 9.6,200 g,delhi,110015,110015,FG004807,525567,Blinkit,,,No,
9825,02-05-2025,02-05-2025,NUVRAA000046,Bikaji,Namkeen,Tana Bana - 400 G*16,400 g,delhi,110015,110015,FG000199,62130,Blinkit,,,No,
9826,02-05-2025,02-05-2025,NUVRAA000049,Bikaji,Bhujia,Tana Tan - 400 Gm*16,400 g,delhi,110015,110015,FG000039,62131,Blinkit,122,122,Yes,0
9827,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,110015,110015,FG000011,52659,Blinkit,,,No,
9828,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,110015,110015,FG000011,52659,Blinkit,,,No,
9829,02-05-2025,02-05-2025,NUVRAA000001,Haldiram,Bhujia,Bhujia No.1 - 1 Kg*24,1 kg,delhi,110015,110015,FG000011,52659,Blinkit,,,No,
9830,02-05-2025,02-05-2025,NUVRAA000004,Haldiram,Bhujia,Bhujia Ratlami Chatpata(Sp)400G*16,400 g,delhi,110015,110015,FG001538,525777,Blinkit,,,No,
9831,02-05-2025,02-05-2025,NUVRAA000005,Haldiram,Namkeen,Boondi Plain  150 GM*9.6,150 g,delhi,110015,110015,FG000489,56272,Blinkit,,,No,
9832,02-05-2025,02-05-2025,NUVRAA000013,Haldiram,Namkeen,Chowpati Bhelpuri 110 Gm * 6.6,150 g,delhi,110015,110015,FG006188,56271,Blinkit,,,No,
9833,02-05-2025,02-05-2025,NUVRAA000015,Haldiram,Namkeen,Classic Salted Peanuts 200 Gm*12,200 g,delhi,110015,110015,FG000484,68630,Blinkit,,,No,
9834,02-05-2025,02-05-2025,NUVRAA000018,Haldiram,Mithai,Gulab Jamun 1.25 Kg*15,1 kg,delhi,110015,110015,FG001086,626,Blinkit,,,No,
9835,02-05-2025,02-05-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,350 g,delhi,110015,110015,FG002508,246437,Blinkit,,,No,
9836,02-05-2025,02-05-2025,NUVRAA000028,Haldiram,Namkeen,Moong Dal - 400 Gm * 16,350 g,delhi,110015,110015,FG002508,246437,Blinkit,,,No,
9837,02-05-2025,02-05-2025,NUVRAA000031,Haldiram,Namkeen,NUT CRACKER (CB)*150Gm*9,150 g,delhi,110015,110015,FG005831,36019,Blinkit,,,No,
9838,02-05-2025,02-05-2025,NUVRAA000035,Haldiram,Namkeen,PUNJABI TADKA (CB)*150Gm*7.20,150 g,delhi,110015,110015,FG005832,33081,Blinkit,,,No,
9839,02-05-2025,02-05-2025,NUVRAA000036,Haldiram,Mithai,Rajbhog (Eb)-1.25Kg*15,1 kg,delhi,110015,110015,FG001138,521324,Blinkit,,,No,
9840,02-05-2025,02-05-2025,NUVRAA000038,Haldiram,Mithai,Rasgulla(Eb)-1.25Kg*15,1 kg,delhi,110015,110015,FG001003,253521,Blinkit,,,No,
9841,02-05-2025,02-05-2025,NUVRAA000043,Haldiram,Mithai,Soan Papri Mb-450 Gm*10.8,500 g,delhi,110015,110015,FG001972,392509,Blinkit,,,No,
9842,02-05-2025,02-05-2025,NUVRAA000044,Haldiram,Namkeen,Soya Sticks Masala Munch 200Gm  * 9.6,200 g,delhi,110015,110015,FG004807,36018,Blinkit,,,No,
9843,02-05-2025,02-05-2025,NUVRAA000001,Bikano,Bhujia,Bhujia No.1 - 1 Kg*24,2,delhi,110015,110015,FG000011,23765,Blinkit,,,No,
